id,location name,lat,lon,experience,addresstype,police_station_nearby,is_crowdy,crime_records_severe,safety_level
810,Kamala Nehru Park,18.95502,72.80506346,Busy and bustling,,FALSE,FALSE,FALSE,2
811,Tathawade Park,18.49330855,73.82731827,Beautiful garden with a serene atmosphere,,FALSE,TRUE,FALSE,3
812,Lal Mahal,26.9925078,77.5890115,Great for shopping,,FALSE,TRUE,TRUE,2
813,Peshwa Udyan,18.503622,73.851932,Rich historical significance,,TRUE,FALSE,FALSE,2
814,Laxmi Road,18.51566982,73.86994118,Amazing variety of animals,,FALSE,FALSE,TRUE,5
815,Peshwa Udyan,18.503622,73.851932,Well-connected,,FALSE,FALSE,TRUE,5
816,Katraj Snake Park,18.4529964,73.86122764,Well-connected,,FALSE,FALSE,FALSE,3
817,Shinde Chhatri,18.491631,73.89727,Well-connected,,TRUE,TRUE,TRUE,1
818,Sinhagad Fort,18.36472045,73.75751103,Rich historical significance,,FALSE,FALSE,FALSE,2
819,Chaturshringi Temple,18.533342,73.829956,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,2
820,Vishrambaug Wada,18.5138486,73.8534275,Rich historical significance,,FALSE,TRUE,FALSE,2
821,Sambhaji Park,18.5206664,73.8472146,Great for shopping,,TRUE,FALSE,FALSE,5
822,Osho Ashram,18.5369163,73.88860148,Rich historical significance,,FALSE,FALSE,FALSE,1
823,Shaniwar Wada,18.51938255,73.85535656,Rich historical significance,,TRUE,FALSE,FALSE,1
824,Mulshi Lake and Dam,18.530325,73.51121,Rich historical significance,,TRUE,FALSE,TRUE,4
825,Rajiv Gandhi Zoological Park,18.452488,73.860802,Scenic and tranquil,,FALSE,TRUE,FALSE,2
826,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,FALSE,FALSE,FALSE,1
827,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,TRUE,FALSE,TRUE,3
828,Tathawade Park,18.49330855,73.82731827,Amazing variety of animals,,TRUE,FALSE,FALSE,3
829,Parvati Hill Temple,18.497601,73.847099,Beautiful garden with a serene atmosphere,,TRUE,TRUE,TRUE,5
830,Laxmi Road,18.51566982,73.86994118,Great for shopping,,FALSE,FALSE,TRUE,4
831,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Developing area,,TRUE,TRUE,FALSE,1
832,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,TRUE,FALSE,FALSE,5
833,Pune Okayama Friendship Garden,18.4910844,73.8381503,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,3
834,Vishrambaug Wada,18.5138486,73.8534275,Rich historical significance,,TRUE,TRUE,TRUE,3
835,Rajiv Gandhi Zoological Park,18.452488,73.860802,Scenic and tranquil,,FALSE,FALSE,TRUE,5
836,Rajiv Gandhi Zoological Park,18.452488,73.860802,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,4
837,Pune Okayama Friendship Garden,18.4910844,73.8381503,Rich historical significance,,TRUE,TRUE,FALSE,4
838,Hong Kong Lane,53.4614615,-1.465858428,Developing area,,TRUE,FALSE,FALSE,1
839,Fashion Street,51.51843792,-0.072872663,Amazing variety of animals,,FALSE,TRUE,TRUE,3
840,Aga Khan Palace,18.55232925,73.90147848,Amazing variety of animals,,FALSE,TRUE,FALSE,1
841,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,FALSE,TRUE,TRUE,2
842,Empress Garden,49.1492362,-123.1361026,Busy and bustling,,TRUE,TRUE,FALSE,5
843,Kamala Nehru Park,18.95502,72.80506346,Amazing variety of animals,,TRUE,FALSE,TRUE,2
844,Peshwa Udyan,18.503622,73.851932,Family-friendly,,TRUE,TRUE,TRUE,5
845,Baner Pashan Biodiversity Park,18.547779,73.783333,Beautiful garden with a serene atmosphere,,TRUE,FALSE,TRUE,3
846,Katraj Snake Park,18.4529964,73.86122764,Family-friendly,,TRUE,TRUE,TRUE,1
847,Shunyo Park,18.536615,73.890137,Scenic and tranquil,,TRUE,FALSE,TRUE,2
848,Osho Ashram,18.5369163,73.88860148,Amazing variety of animals,,FALSE,FALSE,FALSE,3
849,Mulshi Lake and Dam,18.530325,73.51121,Scenic and tranquil,,TRUE,FALSE,TRUE,3
850,Tulsi Baug,21.13907265,79.11063485,Rich historical significance,,TRUE,FALSE,TRUE,2
851,Sambhaji Park,18.5206664,73.8472146,Amazing variety of animals,,TRUE,TRUE,FALSE,3
852,Parvati Hill Temple,18.497601,73.847099,Busy and bustling,,TRUE,FALSE,FALSE,1
853,Peshwa Udyan,18.503622,73.851932,Amazing variety of animals,,TRUE,FALSE,TRUE,4
854,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,TRUE,TRUE,FALSE,4
855,Mahatma Phule Mandai,18.5129178,73.85629517,Well-connected,,TRUE,FALSE,FALSE,3
856,Shunyo Park,18.536615,73.890137,Great for shopping,,TRUE,FALSE,TRUE,5
857,Baner Pashan Biodiversity Park,18.547779,73.783333,Busy and bustling,,FALSE,TRUE,FALSE,1
858,Laxmi Road,18.51566982,73.86994118,Family-friendly,,TRUE,FALSE,TRUE,3
859,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,FALSE,TRUE,FALSE,4
860,Aga Khan Palace,18.55232925,73.90147848,Very spiritual and peaceful,,TRUE,FALSE,FALSE,5
861,Sinhagad Fort,18.36472045,73.75751103,Busy and bustling,,FALSE,TRUE,TRUE,3
862,Baner Pashan Biodiversity Park,18.547779,73.783333,Developing area,,FALSE,TRUE,FALSE,1
863,Shaniwar Wada,18.51938255,73.85535656,Family-friendly,,TRUE,FALSE,FALSE,2
864,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Busy and bustling,,FALSE,FALSE,FALSE,5
865,Tulsi Baug,21.13907265,79.11063485,Rich historical significance,,TRUE,FALSE,FALSE,4
866,Vishrambaug Wada,18.5138486,73.8534275,Great for shopping,,FALSE,TRUE,FALSE,1
867,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Amazing variety of animals,,FALSE,FALSE,FALSE,2
868,Mulshi Lake and Dam,18.530325,73.51121,Amazing variety of animals,,TRUE,TRUE,FALSE,5
869,Peshwe Udyan Zoo,18.503622,73.851932,Very spiritual and peaceful,,TRUE,TRUE,TRUE,3
870,Rajiv Gandhi Zoological Park,18.452488,73.860802,Busy and bustling,,TRUE,FALSE,FALSE,3
871,Laxmi Road,18.51566982,73.86994118,Developing area,,FALSE,TRUE,FALSE,4
872,Shinde Chhatri,18.491631,73.89727,Rich historical significance,,TRUE,TRUE,TRUE,5
873,Pune Okayama Friendship Garden,18.4910844,73.8381503,Busy and bustling,,FALSE,FALSE,TRUE,5
874,Osho Ashram,18.5369163,73.88860148,Great for shopping,,TRUE,FALSE,FALSE,1
875,Saras Baug,19.0442668,72.91493416,Busy and bustling,,TRUE,TRUE,TRUE,3
876,Lal Mahal,26.9925078,77.5890115,Rich historical significance,,FALSE,FALSE,FALSE,2
877,Laxmi Road,18.51566982,73.86994118,Scenic and tranquil,,TRUE,FALSE,TRUE,2
878,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,TRUE,FALSE,FALSE,3
879,Tathawade Park,18.49330855,73.82731827,Amazing variety of animals,,FALSE,FALSE,FALSE,1
880,Sinhagad Fort,18.36472045,73.75751103,Busy and bustling,,FALSE,TRUE,FALSE,5
881,Empress Garden,49.1492362,-123.1361026,Very spiritual and peaceful,,TRUE,FALSE,FALSE,3
882,Shaniwar Wada,18.51938255,73.85535656,Well-connected,,TRUE,TRUE,FALSE,1
883,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,TRUE,TRUE,TRUE,2
884,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Family-friendly,,TRUE,FALSE,TRUE,2
885,Sinhagad Fort,18.36472045,73.75751103,Well-connected,,FALSE,TRUE,FALSE,4
886,Vishrambaug Wada,18.5138486,73.8534275,Amazing variety of animals,,FALSE,TRUE,TRUE,3
887,Hong Kong Lane,53.4614615,-1.465858428,Beautiful garden with a serene atmosphere,,TRUE,FALSE,FALSE,5
888,Chaturshringi Temple,18.533342,73.829956,Developing area,,FALSE,FALSE,TRUE,4
889,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Great for shopping,,TRUE,FALSE,FALSE,5
890,Laxmi Road,18.51566982,73.86994118,Rich historical significance,,FALSE,TRUE,FALSE,3
891,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,TRUE,TRUE,FALSE,3
892,Tulsi Baug,21.13907265,79.11063485,Scenic and tranquil,,FALSE,FALSE,FALSE,3
893,Mahatma Phule Mandai,18.5129178,73.85629517,Rich historical significance,,TRUE,FALSE,TRUE,4
894,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,5
895,Shunyo Park,18.536615,73.890137,Developing area,,FALSE,TRUE,TRUE,2
896,Baner Pashan Biodiversity Park,18.547779,73.783333,Developing area,,FALSE,TRUE,TRUE,1
897,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Rich historical significance,,FALSE,FALSE,FALSE,3
898,Lal Mahal,26.9925078,77.5890115,Great for shopping,,FALSE,TRUE,FALSE,1
899,Peshwa Udyan,18.503622,73.851932,Amazing variety of animals,,FALSE,TRUE,TRUE,4
900,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Rich historical significance,,TRUE,TRUE,TRUE,5
901,Peshwa Udyan,18.503622,73.851932,Well-connected,,FALSE,TRUE,TRUE,1
902,Sinhagad Fort,18.36472045,73.75751103,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,1
903,Kamala Nehru Park,18.95502,72.80506346,Amazing variety of animals,,FALSE,TRUE,TRUE,2
904,Vishrambaug Wada,18.5138486,73.8534275,Great for shopping,,FALSE,TRUE,FALSE,2
905,Rajiv Gandhi Zoological Park,18.452488,73.860802,Family-friendly,,TRUE,TRUE,FALSE,1
906,Laxmi Road,18.51566982,73.86994118,Very spiritual and peaceful,,TRUE,TRUE,TRUE,3
907,Shinde Chhatri,18.491631,73.89727,Very spiritual and peaceful,,FALSE,FALSE,TRUE,1
908,Hong Kong Lane,53.4614615,-1.465858428,Very spiritual and peaceful,,FALSE,TRUE,FALSE,4
909,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Developing area,,FALSE,FALSE,FALSE,3
910,Kamala Nehru Park,18.95502,72.80506346,Great for shopping,,FALSE,TRUE,TRUE,4
911,Mahatma Phule Mandai,18.5129178,73.85629517,Well-connected,,TRUE,TRUE,FALSE,2
912,Peshwa Udyan,18.503622,73.851932,Busy and bustling,,TRUE,TRUE,TRUE,5
913,Saras Baug,19.0442668,72.91493416,Amazing variety of animals,,FALSE,FALSE,FALSE,2
914,Laxmi Road,18.51566982,73.86994118,Scenic and tranquil,,FALSE,TRUE,FALSE,1
915,Osho Ashram,18.5369163,73.88860148,Rich historical significance,,FALSE,TRUE,TRUE,3
916,Kasba Ganpati Temple,18.5153055,73.8477706,Developing area,,TRUE,FALSE,FALSE,1
917,Fashion Street,51.51843792,-0.072872663,Busy and bustling,,TRUE,TRUE,FALSE,3
918,Kasba Ganpati Temple,18.5153055,73.8477706,Great for shopping,,TRUE,FALSE,TRUE,2
919,Aga Khan Palace,18.55232925,73.90147848,Scenic and tranquil,,TRUE,FALSE,FALSE,1
920,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Well-connected,,TRUE,TRUE,FALSE,2
921,Rajiv Gandhi Zoological Park,18.452488,73.860802,Rich historical significance,,FALSE,TRUE,FALSE,4
922,Tathawade Park,18.49330855,73.82731827,Very spiritual and peaceful,,TRUE,TRUE,TRUE,1
923,Chaturshringi Temple,18.533342,73.829956,Busy and bustling,,FALSE,TRUE,FALSE,1
924,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Scenic and tranquil,,FALSE,TRUE,TRUE,2
925,Mahatma Phule Mandai,18.5129178,73.85629517,Scenic and tranquil,,FALSE,TRUE,TRUE,1
926,Parvati Hill Temple,18.497601,73.847099,Busy and bustling,,TRUE,FALSE,TRUE,4
927,Sinhagad Fort,18.36472045,73.75751103,Scenic and tranquil,,FALSE,FALSE,FALSE,2
928,Raja Dinkar Kelkar Museum,18.51076695,73.85444202,Family-friendly,,FALSE,FALSE,TRUE,2
929,Parvati Hill Temple,18.497601,73.847099,Well-connected,,TRUE,FALSE,FALSE,2
930,Chaturshringi Temple,18.533342,73.829956,Developing area,,FALSE,TRUE,FALSE,3
931,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,FALSE,FALSE,TRUE,5
932,Chaturshringi Temple,18.533342,73.829956,Family-friendly,,FALSE,FALSE,FALSE,5
933,Laxmi Road,18.51566982,73.86994118,Busy and bustling,,TRUE,FALSE,FALSE,2
934,Laxmi Road,18.51566982,73.86994118,Great for shopping,,FALSE,FALSE,TRUE,2
935,Shinde Chhatri,18.491631,73.89727,Busy and bustling,,TRUE,FALSE,TRUE,5
936,Lal Mahal,26.9925078,77.5890115,Very spiritual and peaceful,,TRUE,FALSE,FALSE,3
937,Rajiv Gandhi Zoological Park,18.452488,73.860802,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,2
938,Shaniwar Wada,18.51938255,73.85535656,Developing area,,FALSE,FALSE,TRUE,2
939,Kasba Ganpati Temple,18.5153055,73.8477706,Beautiful garden with a serene atmosphere,,FALSE,FALSE,FALSE,5
940,Fashion Street,51.51843792,-0.072872663,Family-friendly,,FALSE,TRUE,FALSE,5
941,Baner Pashan Biodiversity Park,18.547779,73.783333,Great for shopping,,FALSE,TRUE,FALSE,5
942,Kasba Ganpati Temple,18.5153055,73.8477706,Well-connected,,TRUE,TRUE,TRUE,3
943,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,FALSE,FALSE,FALSE,2
944,Mahatma Phule Mandai,18.5129178,73.85629517,Amazing variety of animals,,FALSE,FALSE,TRUE,2
945,Peshwa Udyan,18.503622,73.851932,Scenic and tranquil,,TRUE,FALSE,TRUE,5
946,Sinhagad Fort,18.36472045,73.75751103,Family-friendly,,FALSE,TRUE,FALSE,1
947,Aga Khan Palace,18.55232925,73.90147848,Beautiful garden with a serene atmosphere,,FALSE,FALSE,TRUE,5
948,Mahatma Phule Mandai,18.5129178,73.85629517,Amazing variety of animals,,TRUE,FALSE,FALSE,5
949,Shinde Chhatri,18.491631,73.89727,Very spiritual and peaceful,,TRUE,TRUE,TRUE,4
950,Sambhaji Park,18.5206664,73.8472146,Great for shopping,,FALSE,TRUE,TRUE,1
951,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Family-friendly,,FALSE,TRUE,FALSE,1
952,Saras Baug,19.0442668,72.91493416,Great for shopping,,FALSE,TRUE,TRUE,1
953,Vishrambaug Wada,18.5138486,73.8534275,Family-friendly,,FALSE,TRUE,FALSE,1
954,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,FALSE,TRUE,TRUE,4
955,Shunyo Park,18.536615,73.890137,Busy and bustling,,FALSE,FALSE,TRUE,5
956,Sinhagad Fort,18.36472045,73.75751103,Amazing variety of animals,,FALSE,FALSE,FALSE,2
957,Chaturshringi Temple,18.533342,73.829956,Developing area,,FALSE,FALSE,FALSE,5
958,Peshwa Udyan,18.503622,73.851932,Very spiritual and peaceful,,TRUE,FALSE,FALSE,3
959,Kasba Ganpati Temple,18.5153055,73.8477706,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,2
960,Pataleshwar Cave Temple,18.5269463,73.8498456,Busy and bustling,,FALSE,FALSE,TRUE,1
961,Laxmi Road,18.51566982,73.86994118,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,4
962,Empress Garden,49.1492362,-123.1361026,Well-connected,,FALSE,FALSE,TRUE,5
963,Sinhagad Fort,18.36472045,73.75751103,Rich historical significance,,TRUE,TRUE,TRUE,3
964,Vishrambaug Wada,18.5138486,73.8534275,Rich historical significance,,TRUE,FALSE,TRUE,4
965,Pune Okayama Friendship Garden,18.4910844,73.8381503,Busy and bustling,,FALSE,TRUE,FALSE,3
966,Peshwa Udyan,18.503622,73.851932,Scenic and tranquil,,TRUE,TRUE,TRUE,4
967,Pune Okayama Friendship Garden,18.4910844,73.8381503,Scenic and tranquil,,FALSE,FALSE,FALSE,3
968,Lal Mahal,26.9925078,77.5890115,Family-friendly,,TRUE,TRUE,FALSE,2
969,Kamala Nehru Park,18.95502,72.80506346,Developing area,,FALSE,TRUE,TRUE,1
970,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Amazing variety of animals,,FALSE,TRUE,FALSE,4
971,Rajiv Gandhi Zoological Park,18.452488,73.860802,Amazing variety of animals,,TRUE,TRUE,FALSE,1
972,Rajiv Gandhi Zoological Park,18.452488,73.860802,Well-connected,,FALSE,FALSE,TRUE,4
973,Kamala Nehru Park,18.95502,72.80506346,Well-connected,,TRUE,TRUE,FALSE,3
974,Lal Mahal,26.9925078,77.5890115,Well-connected,,FALSE,FALSE,TRUE,3
975,Kasba Ganpati Temple,18.5153055,73.8477706,Scenic and tranquil,,TRUE,FALSE,TRUE,4
976,Mahatma Phule Mandai,18.5129178,73.85629517,Busy and bustling,,TRUE,TRUE,FALSE,3
977,Rajiv Gandhi Zoological Park,18.452488,73.860802,Very spiritual and peaceful,,TRUE,FALSE,TRUE,3
978,Mahatma Phule Mandai,18.5129178,73.85629517,Rich historical significance,,FALSE,TRUE,FALSE,5
979,Mahatma Phule Mandai,18.5129178,73.85629517,Busy and bustling,,FALSE,FALSE,TRUE,5
980,Lal Mahal,26.9925078,77.5890115,Rich historical significance,,TRUE,FALSE,TRUE,1
981,Kamala Nehru Park,18.95502,72.80506346,Busy and bustling,,FALSE,TRUE,TRUE,3
982,Fashion Street,51.51843792,-0.072872663,Family-friendly,,FALSE,FALSE,FALSE,3
983,Baner Pashan Biodiversity Park,18.547779,73.783333,Very spiritual and peaceful,,TRUE,TRUE,FALSE,1
984,Bund Garden,18.5405933,73.8834394,Well-connected,,FALSE,FALSE,FALSE,4
985,Mulshi Lake and Dam,18.530325,73.51121,Scenic and tranquil,,FALSE,FALSE,FALSE,2
986,Osho Ashram,18.5369163,73.88860148,Busy and bustling,,FALSE,TRUE,FALSE,4
987,Kamala Nehru Park,18.95502,72.80506346,Scenic and tranquil,,TRUE,FALSE,FALSE,4
988,Kasba Ganpati Temple,18.5153055,73.8477706,Family-friendly,,FALSE,TRUE,FALSE,1
989,Laxmi Road,18.51566982,73.86994118,Family-friendly,,TRUE,TRUE,FALSE,5
990,Pataleshwar Cave Temple,18.5269463,73.8498456,Family-friendly,,FALSE,TRUE,TRUE,3
991,Shaniwar Wada,18.51938255,73.85535656,Busy and bustling,,TRUE,TRUE,TRUE,5
992,Rajiv Gandhi Zoological Park,18.452488,73.860802,Scenic and tranquil,,FALSE,TRUE,TRUE,5
993,Tulsi Baug,21.13907265,79.11063485,Amazing variety of animals,,FALSE,TRUE,TRUE,5
994,Sambhaji Park,18.5206664,73.8472146,Great for shopping,,FALSE,TRUE,FALSE,2
995,Dagdusheth Halwai Ganpati Temple,18.516401,73.856041,Family-friendly,,TRUE,FALSE,TRUE,1
996,Pataleshwar Cave Temple,18.5269463,73.8498456,Busy and bustling,,FALSE,FALSE,TRUE,4
997,Shinde Chhatri,18.491631,73.89727,Great for shopping,,TRUE,FALSE,FALSE,3
998,Lal Mahal,26.9925078,77.5890115,Scenic and tranquil,,TRUE,FALSE,FALSE,1
999,Katraj Snake Park,18.4529964,73.86122764,Developing area,,TRUE,TRUE,FALSE,3
1000,Vishrambaug Wada,18.5138486,73.8534275,Beautiful garden with a serene atmosphere,,TRUE,TRUE,FALSE,5
1001,Baner,18.5642431,73.7768573,Vibrant and lively,,TRUE,FALSE,FALSE,2
1002,Deccan Gymkhana,18.5158926,73.84116,Safe and quiet,,FALSE,FALSE,FALSE,1
1003,Pashan,18.5386704,73.7952542,Developing area,,TRUE,FALSE,FALSE,3
1004,Baner,18.5642431,73.7768573,Tech hub with good facilities,,TRUE,TRUE,TRUE,4
1005,Kharadi,18.5512763,73.9416575,Developing area,,FALSE,FALSE,FALSE,4
1006,Aundh,18.5618834,73.8101957,Peaceful and green,,TRUE,FALSE,TRUE,5
1007,Bibwewadi,18.47441565,73.86044434,Developing area,,TRUE,TRUE,TRUE,4
1008,Hadapsar,18.5007741,73.9379146,Great place with lots of amenities,,TRUE,TRUE,TRUE,3
1009,Deccan Gymkhana,18.5158926,73.84116,Safe and quiet,,TRUE,TRUE,FALSE,1
1010,Koregaon Park,18.53662255,73.89327379,Vibrant and lively,,TRUE,FALSE,FALSE,5
1011,Pashan,18.5386704,73.7952542,Peaceful and green,,TRUE,FALSE,TRUE,5
1012,Magarpatta,18.5111545,73.92738227,Well-connected,,FALSE,TRUE,TRUE,3
1013,Kothrud,18.5038889,73.807673,Safe and quiet,,FALSE,TRUE,TRUE,4
1014,Bavdhan,18.5209541,73.7780873,Family-friendly,,TRUE,FALSE,FALSE,1
1015,Kothrud,18.5038889,73.807673,Good residential area,,FALSE,FALSE,FALSE,1
1016,Swargate,18.50049485,73.85290371,Busy and bustling,,FALSE,TRUE,FALSE,1
1017,Camp,32.9723128,-94.9852858,Developing area,,TRUE,TRUE,TRUE,4
1018,Deccan Gymkhana,18.5158926,73.84116,Busy and bustling,,FALSE,FALSE,TRUE,2
1019,Koregaon Park,18.53662255,73.89327379,Busy and bustling,,FALSE,TRUE,TRUE,5
1020,Deccan Gymkhana,18.5158926,73.84116,Busy and bustling,,TRUE,FALSE,FALSE,2
1021,Dhankawadi,18.4652208,73.8495579,Family-friendly,,TRUE,TRUE,TRUE,2
1022,Kothrud,18.5038889,73.807673,Busy and bustling,,TRUE,TRUE,FALSE,2
1023,Hinjewadi,18.5921787,73.68411587,Good residential area,,TRUE,FALSE,TRUE,4
1024,Baner,18.5642431,73.7768573,Great place with lots of amenities,,FALSE,TRUE,FALSE,3
1025,Aundh,18.5618834,73.8101957,Tech hub with good facilities,,TRUE,FALSE,FALSE,3
1026,Shivaji Nagar,25.88455445,86.03985031,Well-connected,,TRUE,TRUE,TRUE,5
1027,Koregaon Park,18.53662255,73.89327379,Family-friendly,,TRUE,FALSE,TRUE,2
1028,Dhankawadi,18.4652208,73.8495579,Busy and bustling,,TRUE,FALSE,TRUE,5
1029,Deccan Gymkhana,18.5158926,73.84116,Well-connected,,FALSE,TRUE,TRUE,3
1030,Kothrud,18.5038889,73.807673,Great place with lots of amenities,,FALSE,TRUE,FALSE,2
1031,Koregaon Park,18.53662255,73.89327379,Developing area,,FALSE,FALSE,TRUE,4
1032,Deccan Gymkhana,18.5158926,73.84116,Family-friendly,,FALSE,TRUE,TRUE,1
1033,Pimple Saudagar,18.5981553,73.7977661,Good residential area,,TRUE,TRUE,FALSE,1
1034,Camp,32.9723128,-94.9852858,Good residential area,,FALSE,TRUE,FALSE,1
1035,Pashan,18.5386704,73.7952542,Well-connected,,FALSE,FALSE,TRUE,1
1036,Bibwewadi,18.47441565,73.86044434,Peaceful and green,,FALSE,FALSE,TRUE,3
1037,Viman Nagar,17.4467567,78.4838203,Great place with lots of amenities,,FALSE,FALSE,FALSE,2
1038,Wakad,18.6022495,73.7644454,Family-friendly,,FALSE,FALSE,FALSE,3
1039,Baner,18.5642431,73.7768573,Developing area,,TRUE,TRUE,FALSE,2
1040,Pimple Saudagar,18.5981553,73.7977661,Good residential area,,FALSE,FALSE,FALSE,1
1041,Swargate,18.50049485,73.85290371,Busy and bustling,,TRUE,FALSE,FALSE,5
1042,Deccan Gymkhana,18.5158926,73.84116,Developing area,,TRUE,TRUE,FALSE,5
1043,Kharadi,18.5512763,73.9416575,Safe and quiet,,FALSE,FALSE,TRUE,3
1044,Shivaji Nagar,25.88455445,86.03985031,Good residential area,,TRUE,FALSE,FALSE,3
1045,Bibwewadi,18.47441565,73.86044434,Safe and quiet,,TRUE,FALSE,TRUE,1
1046,Pimple Saudagar,18.5981553,73.7977661,Busy and bustling,,FALSE,FALSE,FALSE,4
1047,Kharadi,18.5512763,73.9416575,Safe and quiet,,FALSE,FALSE,FALSE,5
1048,Pimple Saudagar,18.5981553,73.7977661,Tech hub with good facilities,,FALSE,FALSE,TRUE,2
1049,Kharadi,18.5512763,73.9416575,Vibrant and lively,,TRUE,TRUE,FALSE,5
1050,Bavdhan,18.5209541,73.7780873,Tech hub with good facilities,,TRUE,FALSE,TRUE,5
1051,Pashan,18.5386704,73.7952542,Peaceful and green,,FALSE,TRUE,FALSE,1
1052,Aundh,18.5618834,73.8101957,Tech hub with good facilities,,FALSE,FALSE,TRUE,2
1053,Aundh,18.5618834,73.8101957,Great place with lots of amenities,,TRUE,FALSE,FALSE,4
1054,Swargate,18.50049485,73.85290371,Family-friendly,,TRUE,FALSE,FALSE,5
1055,Viman Nagar,17.4467567,78.4838203,Safe and quiet,,TRUE,TRUE,FALSE,1
1056,Dhankawadi,18.4652208,73.8495579,Well-connected,,TRUE,FALSE,FALSE,3
1057,Swargate,18.50049485,73.85290371,Busy and bustling,,FALSE,FALSE,FALSE,3
1058,Pashan,18.5386704,73.7952542,Great place with lots of amenities,,FALSE,TRUE,FALSE,4
1059,Magarpatta,18.5111545,73.92738227,Developing area,,FALSE,TRUE,TRUE,4
1060,Swargate,18.50049485,73.85290371,Vibrant and lively,,TRUE,TRUE,TRUE,2
1061,Pimple Saudagar,18.5981553,73.7977661,Family-friendly,,FALSE,TRUE,FALSE,4
1062,Aundh,18.5618834,73.8101957,Good residential area,,FALSE,FALSE,FALSE,2
1063,Pimple Saudagar,18.5981553,73.7977661,Vibrant and lively,,FALSE,FALSE,TRUE,4
1064,Aundh,18.5618834,73.8101957,Great place with lots of amenities,,FALSE,FALSE,TRUE,2
1065,Wakad,18.6022495,73.7644454,Safe and quiet,,TRUE,TRUE,TRUE,5
1066,Magarpatta,18.5111545,73.92738227,Good residential area,,TRUE,FALSE,FALSE,3
1067,Bavdhan,18.5209541,73.7780873,Family-friendly,,TRUE,FALSE,TRUE,2
1068,Kharadi,18.5512763,73.9416575,Great place with lots of amenities,,FALSE,TRUE,TRUE,3
1069,Viman Nagar,17.4467567,78.4838203,Safe and quiet,,TRUE,TRUE,TRUE,1
1070,Kharadi,18.5512763,73.9416575,Great place with lots of amenities,,TRUE,TRUE,TRUE,4
1071,Magarpatta,18.5111545,73.92738227,Peaceful and green,,TRUE,FALSE,FALSE,3
1072,Hadapsar,18.5007741,73.9379146,Busy and bustling,,TRUE,FALSE,FALSE,1
1073,Bibwewadi,18.47441565,73.86044434,Family-friendly,,TRUE,FALSE,TRUE,3
1074,Pimple Saudagar,18.5981553,73.7977661,Family-friendly,,TRUE,FALSE,FALSE,2
1075,Bibwewadi,18.47441565,73.86044434,Great place with lots of amenities,,TRUE,FALSE,FALSE,3
1076,Wakad,18.6022495,73.7644454,Peaceful and green,,TRUE,FALSE,TRUE,3
1077,Deccan Gymkhana,18.5158926,73.84116,Family-friendly,,TRUE,TRUE,FALSE,5
1078,Kharadi,18.5512763,73.9416575,Family-friendly,,FALSE,FALSE,TRUE,1
1079,Yerawada,18.5656319,73.8865762,Good residential area,,TRUE,FALSE,TRUE,3
1080,Shivaji Nagar,25.88455445,86.03985031,Good residential area,,FALSE,TRUE,TRUE,4
1081,Shivaji Nagar,25.88455445,86.03985031,Well-connected,,TRUE,FALSE,FALSE,5
1082,Kothrud,18.5038889,73.807673,Safe and quiet,,FALSE,FALSE,FALSE,3
1083,Pimple Saudagar,18.5981553,73.7977661,Good residential area,,FALSE,TRUE,TRUE,4
1084,Viman Nagar,17.4467567,78.4838203,Great place with lots of amenities,,FALSE,TRUE,TRUE,4
